DATE,AAA_BETA0,AAA_BETA1,AAA_BETA2,AAA_BETA3,AAA_TAU1,AAA_TAU2,BBB_BETA0,BBB_BETA1,BBB_BETA2,BBB_BETA3,BBB_TAU1,BBB_TAU2
07.08.2007,4.614154772,-0.880871973,0.190556296,-0.981370986,0.361361522,2.747247613,4.808212757,-0.984015841,0.512029758,-1.478857772,0.686471947,2.776297769
08.08.2007,4.659996394,-0.898680328,0.19245436,-0.864258681,0.39392716,2.873395005,4.865996557,-1.018177357,0.687441666,-1.459782233,0.827489179,2.922014123
09.08.2007,4.644325522,-0.830085395,0.224281928,-1.075705963,0.46021374,2.595390159,4.82973395,-0.943667024,0.570949545,-1.565300385,0.823871402,2.644371907
10.08.2007,4.670678043,-0.846949745,0.164203594,-1.248651375,0.52253157,2.337312152,4.872962923,-0.98272524,0.504079981,-1.718784148,0.94916634,2.604011167
13.08.2007,4.687471961,-0.841997685,0.150988547,-1.265116374,0.524279757,2.323811533,4.88287943,-0.978130954,0.494588525,-1.710779093,0.94671588,2.564539541
14.08.2007,4.70547098,-0.874426478,0.153409071,-1.231753279,0.522152092,2.328060848,4.907028997,-1.013843207,0.526603243,-1.709280167,0.94566324,2.60431559
15.08.2007,4.673004265,-0.771891333,0.197474847,-1.457064663,0.699342174,2.179078789,4.865890434,-0.929727758,0.653239808,-1.98165676,1.155084076,2.339766796
16.08.2007,4.663230696,-0.669522509,0.105581814,-1.747857601,0.863883429,1.9645695,4.849613051,-0.860483615,0.47388857,-2.186232637,1.261477877,2.136262049
17.08.2007,4.695217545,-0.741843726,0.045718318,-1.808530033,0.876575485,1.918466459,4.91895294,-0.982467732,0.401695271,-2.143864939,1.527450698,2.37482405
20.08.2007,4.788822268,-0.83358881,-0.129683919,-1.75944072,1.03142531,2.358619075,4.983777846,-1.059248885,0.386184868,-2.233885915,1.481808804,2.47371012
21.08.2007,4.781227764,-0.811139423,-0.26365805,-1.851444998,1.240043793,2.223149406,4.955293479,-1.06161433,0.472662887,-2.731491629,1.183460907,2.093116374
22.08.2007,4.801604316,-0.889423839,0.31468239,-1.625766971,1.689845145,2.823094297,4.950116713,-1.089751325,0.822344742,-2.49969126,1.237235201,2.314565218
23.08.2007,4.779682681,-0.763676657,0.196081987,-1.64340568,1.716162478,2.576723076,4.910815927,-0.974281861,0.771489114,-2.552290555,1.069778258,2.082513144
24.08.2007,4.782818733,-0.824046492,0.279726521,-1.784792227,1.595168667,2.751673991,4.891105119,-1.026715073,0.792011776,-2.513847288,1.052453833,2.181514246
27.08.2007,4.727728782,-0.845201792,0.555315551,-1.921190746,1.030937044,2.251540404,4.890508151,-1.035229378,0.87536077,-2.41918661,1.07090016,2.231141103
28.08.2007,4.768416842,-0.879211065,0.428674459,-1.943124719,1.240578663,2.449505099,4.935245747,-1.057944995,0.791654653,-2.472660701,1.333938261,2.421236179
29.08.2007,4.748989661,-0.945733702,0.415599505,-2.171115458,0.841176492,2.213961329,4.926032794,-1.090229588,0.772726493,-2.642503278,1.121839744,2.312521128
30.08.2007,4.767290753,-0.950490116,0.401434933,-2.132084971,0.855636517,2.225816424,4.941635147,-1.101027089,0.790844052,-2.605495861,1.134487777,2.298976882
31.08.2007,4.780874192,-1.002321954,0.509671906,-1.917155927,0.97046035,2.299884539,4.953099886,-1.139480717,0.923122305,-2.433675848,1.245919044,2.357424856
03.09.2007,4.791759281,-0.997360135,0.481845114,-2.019201974,0.934490875,2.351810823,4.95711176,-1.132186805,0.902175644,-2.508138446,1.223818617,2.399774049
04.09.2007,4.793147803,-0.975941905,0.436380011,-2.083130048,0.935699096,2.348177923,4.958690425,-1.113209291,0.867060601,-2.576591281,1.224574652,2.401583216
05.09.2007,4.748869859,-0.863776061,0.361090383,-1.945235926,1.043053958,2.271712892,4.936337787,-1.02558857,0.844057582,-2.459112099,1.523190674,2.511153912
06.09.2007,4.809156974,-0.887002803,0.139737427,-1.81462029,1.452338091,2.77030345,4.951813079,-1.046011627,0.79515374,-2.522697488,1.528296982,2.488880255
07.09.2007,4.781104851,-0.832899564,-0.079891572,-1.703127447,1.577647864,2.56074136,4.911406485,-0.97861879,0.72198853,-2.531634294,1.666362591,2.361237918
10.09.2007,4.754767087,-0.803079768,-0.059119728,-1.831291038,1.693094295,2.688501493,4.902657101,-0.970556444,0.655532445,-2.643254587,1.66445921,2.452182606
11.09.2007,4.802151031,-0.851271141,0.014474704,-2.030090519,1.673423699,2.881509172,4.897842577,-0.980909789,0.706372207,-2.824763166,1.336324119,2.369943693
12.09.2007,4.776002915,-0.882136727,0.442573308,-2.345609521,1.270919493,2.518628336,4.911064265,-1.018144966,0.77852286,-2.780342844,1.331880992,2.411146872
13.09.2007,4.783262399,-0.916979062,0.60120011,-2.116833281,1.58376618,2.815477147,4.905486223,-1.034458993,0.980764163,-2.611807108,1.563915184,2.574073704
14.09.2007,4.753803173,-0.887454966,0.587581301,-2.130047898,1.597806127,2.78972334,4.879089517,-1.024133678,0.981884973,-2.620764138,1.549670836,2.570082418
17.09.2007,4.767133381,-0.897171603,0.628257064,-2.105275434,1.555024664,2.796020305,4.876638948,-1.032495617,1.051883179,-2.616220413,1.422449213,2.453422484
18.09.2007,4.785852175,-0.940477203,0.717118571,-2.076197441,1.491065533,2.819591414,4.892583959,-1.048504023,1.12614278,-2.548423776,1.470477383,2.483035149
19.09.2007,4.853552964,-1.040763348,0.720803659,-2.046307414,1.566071648,2.808970826,4.999737326,-1.182256467,1.109550702,-2.587753984,1.634449817,2.676826584
20.09.2007,4.896732436,-1.132528813,0.786746406,-2.128088944,1.273694964,2.522710373,5.063809841,-1.293438919,1.147748204,-2.681327058,1.406220794,2.577875077
21.09.2007,4.9053029,-1.102810366,0.73093895,-2.092968757,1.407589708,2.440676327,5.080122224,-1.278057014,1.101378349,-2.67172688,1.537649245,2.535781899
24.09.2007,4.909451255,-1.101699662,0.7182397,-2.09985546,1.424115031,2.430399306,5.081839158,-1.267842779,1.090777494,-2.676704653,1.565074211,2.523506733
25.09.2007,4.882670369,-1.063599552,0.691635808,-2.153491636,1.435004204,2.45277451,5.030988307,-1.186220211,1.082969361,-2.655765734,1.641172414,2.464193006
26.09.2007,4.925472407,-1.146282241,0.788421893,-2.139562316,1.273780256,2.28933683,5.099764996,-1.295194588,1.17838565,-2.685017249,1.52256183,2.441750991
27.09.2007,4.877714961,-1.148199842,0.833872069,-2.117508597,1.072096339,2.110611597,5.052900915,-1.284768947,1.238796063,-2.643181268,1.384850312,2.321269643
28.09.2007,4.836864255,-1.123056568,0.839178783,-2.120095887,1.074340837,2.130532085,5.031382329,-1.277649153,1.222154839,-2.687453297,1.385437195,2.384269877
01.10.2007,4.849121511,-1.108586739,0.776158266,-2.182663972,1.116700764,2.103259037,5.046871991,-1.30355455,1.172740393,-2.794843493,1.303354089,2.294802015
02.10.2007,4.826865461,-1.082015123,0.787903243,-2.168361215,1.106193328,2.110465298,5.017193267,-1.251935153,1.179466752,-2.765913833,1.355708456,2.302834208
03.10.2007,4.795315863,-1.056192129,0.776884213,-2.195570735,1.116226917,2.130470837,4.988294742,-1.247469926,1.180957565,-2.770486866,1.385586881,2.353627657
04.10.2007,4.779248873,-1.025888615,0.790059725,-2.142691013,1.166297421,2.110803268,4.979822683,-1.23544067,1.195367095,-2.756696069,1.382907283,2.339902712
05.10.2007,4.824220938,-1.068964365,0.801969355,-2.12019728,1.196671743,2.122827989,5.014685879,-1.251095231,1.211774071,-2.716444088,1.459236787,2.32576445
08.10.2007,4.803924007,-1.063903105,0.849631483,-2.046240196,1.210586247,2.109608239,4.992420655,-1.23895074,1.266373315,-2.652819155,1.472005891,2.325151992
09.10.2007,4.771014084,-1.046708233,0.88228933,-2.025181062,1.187426514,2.168025609,4.976713557,-1.226580952,1.291406729,-2.680269501,1.493692257,2.443479558
10.10.2007,4.803789283,-1.107938744,0.964954932,-1.974135343,1.185014897,2.204119504,5.002031523,-1.26962036,1.384549426,-2.612136298,1.493088762,2.446047546
11.10.2007,4.82316119,-1.153236683,1.031092323,-1.908332901,1.218303446,2.23304483,5.024954393,-1.322449058,1.444577084,-2.573781557,1.485895968,2.489647415
12.10.2007,4.837691853,-1.154942333,1.06873387,-1.911687072,1.13558638,2.276155024,5.038378014,-1.308876858,1.465563534,-2.578883635,1.421291515,2.520845598
15.10.2007,4.861481095,-1.214904331,1.151942954,-1.897062922,1.056788541,2.344343809,5.066806621,-1.359744974,1.53597537,-2.583701534,1.332161096,2.565585883
16.10.2007,4.91570576,-1.241696455,1.04840753,-2.047801264,1.063307425,2.342845921,5.114037198,-1.393571043,1.451222827,-2.695013718,1.340582374,2.542044606
17.10.2007,4.904688302,-1.202453424,1.004860441,-2.096568793,1.067528368,2.30164608,5.096316305,-1.346058653,1.425397688,-2.73246286,1.362112583,2.499444902
18.10.2007,4.812580299,-1.072923644,0.967632671,-2.227875683,0.994946907,2.10942407,5.007377488,-1.2198535,1.32812756,-2.830162234,1.295932746,2.348006219
19.10.2007,4.788505197,-1.044349829,0.910473382,-2.319099418,1.003777641,2.126738018,4.980998456,-1.192306198,1.281292593,-2.901037696,1.329364031,2.347087374
22.10.2007,4.737441628,-0.967901682,0.896243076,-2.329676973,1.106320812,2.249208088,4.93089613,-1.127636931,1.234940132,-2.882755569,1.45223109,2.530274616
23.10.2007,4.745870343,-0.980015402,0.91713776,-2.312504866,1.100642612,2.26615724,4.942661674,-1.144535782,1.252992543,-2.877661483,1.44489217,2.553332942
24.10.2007,4.707054291,-0.899371273,0.859090676,-2.334392585,1.201082978,2.223665275,4.917130936,-1.085812418,1.21406835,-2.899148276,1.63818133,2.614453863
25.10.2007,4.701487411,-0.867409543,0.816706298,-2.371485942,1.236976023,2.206565964,4.910006686,-1.065723779,1.183971566,-2.927415102,1.657384262,2.574913175
26.10.2007,4.714102983,-0.878982937,0.854206412,-2.326514606,1.236972893,2.204970747,4.910826266,-1.084995821,1.234190777,-2.923609387,1.475105379,2.441415921
29.10.2007,4.713151281,-0.87893261,0.855952995,-2.349522354,1.207735459,2.231451499,4.878711991,-1.038280754,1.252064123,-2.884706211,1.508249441,2.432208824
30.10.2007,4.718467562,-0.925431066,0.896356316,-2.333851209,0.968580733,2.102503586,4.889133484,-1.070094309,1.273289339,-2.89052555,1.263189953,2.299388587
31.10.2007,4.738705684,-0.966138777,1.011134238,-2.187668243,1.034851301,2.212074183,4.89989862,-1.110565171,1.434055097,-2.783595103,1.269152778,2.344398674
01.11.2007,4.732418696,-0.947577914,0.948259619,-2.291540943,0.987994883,2.156444182,4.895907621,-1.082562454,1.379660422,-2.891420661,1.269623106,2.315916578
02.11.2007,4.701445381,-0.910088584,0.889053024,-2.420647946,0.909827312,2.076991968,4.870953784,-1.039446054,1.309200102,-2.993166012,1.266735908,2.281637887
05.11.2007,4.701544505,-0.913048681,0.875185715,-2.444459988,0.908941222,2.085665919,4.873508045,-1.047762339,1.2974058,-3.018418402,1.263552682,2.294358427
06.11.2007,4.755269928,-0.973503725,0.879129541,-2.428592017,0.959094177,2.147810983,4.927394578,-1.115111468,1.305049619,-3.014245466,1.275560235,2.335795894
07.11.2007,4.73573468,-0.948704564,0.823396051,-2.540357188,0.922089312,2.14439081,4.869333585,-1.056742324,1.273572214,-3.082617575,1.132238084,2.14421589
08.11.2007,4.747739708,-0.942076725,0.762296028,-2.646172347,0.931336234,2.105851714,4.88549738,-1.064016004,1.211205011,-3.155709689,1.174626807,2.153033036
09.11.2007,4.758287554,-0.919230885,0.650645913,-2.840550908,0.927153054,2.109818513,4.902546331,-1.051473529,1.096690777,-3.345103695,1.180769333,2.178370408
12.11.2007,4.773903018,-0.896661833,0.639475198,-2.778029448,1.081848593,2.260885376,4.896090561,-1.0382179,1.12722125,-3.312429658,1.177933022,2.177844468
13.11.2007,4.75327678,-0.868843908,0.663344789,-2.695058613,1.135556619,2.23553839,4.875937364,-1.010938695,1.164006952,-3.248898491,1.226580146,2.165024508
14.11.2007,4.789911804,-0.946359115,0.773874561,-2.622412245,1.143609549,2.302994136,4.907403743,-1.081088402,1.278773356,-3.163189532,1.243457154,2.216569704
15.11.2007,4.790101666,-0.919574454,0.688749857,-2.802347029,1.045744897,2.202100112,4.900647117,-1.049545566,1.196862663,-3.322369699,1.142995088,2.108310241
16.11.2007,4.796242643,-0.912953727,0.636213792,-2.892765285,1.042658261,2.184126317,4.915777317,-1.062809406,1.1325258,-3.417151671,1.118248647,2.109103948
19.11.2007,4.79620655,-0.895197568,0.579787945,-3.006768806,1.001913862,2.134608256,4.91275314,-1.038733461,1.069373728,-3.504398413,1.094045997,2.068740039
20.11.2007,4.803622959,-0.909803999,0.552466706,-3.05333698,0.987055007,2.134382218,4.927634938,-1.053232233,1.038116526,-3.543840522,1.113122764,2.09069627
21.11.2007,4.817994727,-0.94823502,0.469225329,-3.379612889,0.73585301,2.012467462,4.970684167,-1.072549377,0.936011295,-3.796064772,1.071645309,2.095354471
22.11.2007,4.86811591,-1.038326672,0.047458513,-3.537230335,0.447549437,1.995263365,5.025871656,-1.127932111,0.85547445,-3.927141052,1.016086138,2.103730952
23.11.2007,4.887605551,-0.999983888,-0.067744752,-3.300148594,0.599586989,2.146603563,5.036060764,-1.139196667,0.895619078,-3.776663247,1.215846227,2.218241228
26.11.2007,4.901058537,-1.009359424,-0.111259547,-3.13947844,0.719538404,2.301467594,5.02229382,-1.143806905,0.935310357,-3.717827267,1.224113144,2.225386673
27.11.2007,4.859925633,-0.970650027,0.008373815,-3.228930193,0.712917119,2.198735867,4.993437187,-1.090695805,0.898318266,-3.732150496,1.287703441,2.209246691
28.11.2007,4.968711013,-1.087637159,0.118658747,-3.049911091,0.996422142,2.365356028,5.104227341,-1.212458756,1.033406131,-3.667443049,1.519015726,2.359884503
29.11.2007,4.940872951,-1.056176685,0.104977813,-3.005948261,1.016967813,2.353958897,5.077082137,-1.175857482,1.038345478,-3.653456831,1.547908707,2.348119601
30.11.2007,4.963211438,-1.098652924,0.199140241,-2.89222475,1.096804107,2.462204565,5.089307026,-1.213675148,1.125323694,-3.581490603,1.536968576,2.399322286
03.12.2007,4.949212561,-1.054469864,0.172630233,-2.941875174,1.16828324,2.43721043,5.085585973,-1.202202849,1.073921142,-3.717138375,1.449520397,2.338128933
04.12.2007,4.895550241,-0.996135338,0.222704919,-3.171751114,1.009105523,2.32982395,5.015325014,-1.134555916,1.031181517,-3.846084312,1.208543312,2.205128476
05.12.2007,4.881835439,-1.00178542,0.253920467,-3.068888104,1.010059329,2.294535021,5.012337787,-1.150929973,1.06931962,-3.787584193,1.226202705,2.206324857
06.12.2007,4.882870746,-1.042090779,0.277314638,-3.139536049,0.72969671,2.152258841,5.030934328,-1.169179932,1.090750117,-3.767784087,1.159873011,2.180264375
07.12.2007,4.938389786,-1.151490654,0.723947994,-3.11199936,0.892553778,2.143715984,5.066161853,-1.257142155,1.283984013,-3.624324946,1.152624749,2.165994279
10.12.2007,4.957713394,-1.164941189,0.755340293,-3.018365753,0.894296912,2.129134817,5.072636161,-1.303196296,1.334074634,-3.563875548,1.022138509,2.070787861
11.12.2007,4.918788751,-1.2712699,0.178236445,-2.772056694,0.46289213,2.102728389,5.041943936,-1.302309186,1.381566715,-3.477001169,0.970778236,2.041512429
12.12.2007,4.894646325,-1.325931999,0.23276609,-2.562229405,0.421510347,1.951842309,5.035240173,-1.327363131,1.456459586,-3.304284432,0.980463184,1.975391723
13.12.2007,4.939467862,-1.36097,0.255530667,-2.622129944,0.4637247,2.131360953,5.062350678,-1.377118919,1.454617877,-3.315739822,0.962670953,2.081917109
14.12.2007,4.871109845,-1.331518678,0.267697521,-2.473547487,0.414330084,2.062920388,5.010005116,-1.323467871,1.474859283,-3.214598891,0.961899288,2.049341881
17.12.2007,4.888370381,-1.28627584,0.229358485,-2.481558022,0.469658239,2.091445344,5.034032861,-1.335516407,1.446438964,-3.233489605,1.031298279,2.110807387
18.12.2007,4.867688269,-1.303382804,0.229227872,-2.287698397,0.493234825,2.110202312,5.004720693,-1.353923866,1.516714535,-3.100736449,1.042142542,2.069405298
19.12.2007,4.84628846,-1.233896666,0.266084919,-2.359474704,0.529597699,2.040839198,4.980119344,-1.301101824,1.458430433,-3.152067778,1.024295734,1.995318441
20.12.2007,4.804853394,-1.297422557,0.287930583,-2.289079648,0.422535542,1.939173374,4.959154408,-1.29044066,1.487795787,-3.091517023,1.028483376,1.999111612
21.12.2007,4.834428804,-1.295818558,0.260679211,-2.34171199,0.4332344,1.966130316,4.993701707,-1.312515178,1.455832204,-3.121913698,1.042416584,2.031902758
24.12.2007,4.83615652,-1.283933188,0.255043951,-2.357779417,0.423169826,1.968815262,4.99342185,-1.278375365,1.437615129,-3.135788853,1.049937253,2.0273327
27.12.2007,4.868047684,-1.332765372,0.243415604,-2.214277212,0.456795516,2.009662713,5.015143842,-1.359294828,1.530234428,-3.017157332,1.044564282,2.004074911
28.12.2007,4.85961955,-1.242106156,0.205068565,-2.251976608,0.489927229,2.044723469,5.024259014,-1.32544788,1.473153377,-3.095299402,1.09167576,2.073338318
31.12.2007,4.85896201,-1.152153113,0.164899082,-2.268184372,0.497872343,1.991368006,5.025074534,-1.272754755,1.447642526,-3.114289169,1.12836934,2.066766365
02.01.2008,4.879420601,-1.288653531,0.222144775,-2.678306882,0.430822884,1.910693491,5.052360915,-1.360038151,1.296855415,-3.347810534,1.008619171,2.074856526
03.01.2008,4.87873207,-1.2090516,0.077322047,-2.94591355,0.438206234,1.995271846,5.024583936,-1.287521715,1.178569917,-3.525703861,1.010031148,2.05828055
04.01.2008,4.865899782,-1.13345688,0.068282739,-3.184657701,0.43490474,1.987430478,5.004578196,-1.24794977,1.081569421,-3.715374529,0.903125489,2.002533094
07.01.2008,4.876856659,-1.194408555,0.100954875,-3.191995788,0.403664275,2.043911785,5.017748105,-1.250011915,1.082716183,-3.689888441,0.913679021,2.067896753
08.01.2008,4.917945758,-1.172675222,0.035339845,-3.089222809,0.505336066,2.250876801,5.067004642,-1.266128121,1.083946599,-3.650193775,1.087568099,2.257086999
09.01.2008,4.893438891,-1.162745464,0.170326116,-3.327881044,0.470242684,2.094231147,5.045813651,-1.221607681,1.028502059,-3.78999696,1.035902814,2.163267389
10.01.2008,4.91083287,-1.164337479,0.116147053,-3.254797848,0.511904052,2.209823445,5.070164919,-1.239140563,1.007745926,-3.783679769,1.081211357,2.250315542
11.01.2008,4.919586022,-1.147047809,0.109534135,-3.398836748,0.50688523,2.147657323,5.072877188,-1.226449726,0.943016799,-3.874694202,1.037246366,2.1852064
14.01.2008,4.951629412,-1.100321607,-0.014781644,-3.447111006,0.670237141,2.320373238,5.096844499,-1.224919362,0.858242506,-3.93850117,1.235151828,2.322693257
15.01.2008,4.934599608,-1.084974985,0.058910686,-3.541995151,0.689079261,2.24097024,5.086646211,-1.219988371,0.828492145,-3.976394145,1.243109628,2.310639886
16.01.2008,4.927783154,-1.06950673,0.068366323,-3.551181131,0.769347302,2.227483075,5.073534915,-1.212945857,0.80325401,-3.988610244,1.267265624,2.269898871
17.01.2008,4.936741801,-1.006503658,0.046190324,-3.690537986,0.912148722,2.175506344,5.054763587,-1.174260283,0.695489211,-4.235204355,1.039809877,2.070373706
18.01.2008,4.952066132,-0.982003106,0.013127306,-3.793410884,1.042574364,2.167195137,5.062459595,-1.143021144,0.632678018,-4.334048651,1.123422881,2.068407206
21.01.2008,4.921970651,-0.947547397,-0.056307202,-3.792538096,1.26943684,2.10913049,5.085872342,-1.145776021,0.414270339,-4.049317515,1.808280519,2.225590218
22.01.2008,4.889641239,-0.96187345,-0.074389545,-3.710427007,1.256253502,1.930881694,5.07130092,-1.189226616,0.394184521,-3.954384864,1.806580096,2.061507655
23.01.2008,5.011455652,-1.078790687,-1.200071739,-3.51848469,0.932757684,2.340120333,5.126287747,-1.318343476,0.380585293,-3.832354434,2.17864774,2.179038232
24.01.2008,5.069387602,-1.144193001,-0.625680086,-3.700204427,0.893045632,2.374215633,5.226996161,-1.369895165,0.497312194,-3.75180465,2.17280311,2.495938151
25.01.2008,5.024559137,-1.102491754,-0.50208156,-3.404056775,0.914907648,2.3702408,5.200404789,-1.336085564,0.615841017,-3.593062672,2.179931249,2.552249632
28.01.2008,4.984301925,-1.030587746,-0.491644769,-3.405316921,1.279949748,2.299759508,5.138947947,-1.228997062,0.411036462,-3.561821909,2.56093589,2.327908221
29.01.2008,5.011624387,-1.046525287,-0.458652518,-3.361009225,1.294378396,2.290824743,5.167290888,-1.264168042,0.445091325,-3.505554784,2.545975404,2.442582056
30.01.2008,5.070550721,-1.147595992,-0.425151819,-3.320392338,1.33368991,2.354386195,5.223587624,-1.352600238,0.482889279,-3.459695705,2.558929453,2.507243594
31.01.2008,5.019905302,-1.068194477,-0.929172058,-3.348915873,1.148687287,2.418356329,5.137861546,-1.275836533,0.386748281,-3.508230253,2.688488017,2.375415899
01.02.2008,4.997550579,-1.034593459,-0.911389681,-3.31869284,1.12943051,2.431944818,5.107195733,-1.230846329,0.410167566,-3.480618816,2.676020516,2.373725379
04.02.2008,4.963899354,-0.967553433,-0.918296923,-3.289157902,1.117246674,2.385485312,5.073111422,-1.169523218,0.398594998,-3.483498636,2.683782086,2.338210189
05.02.2008,4.911984041,-0.910942289,-0.99451145,-3.302685511,1.36115418,2.229926535,5.034059468,-1.095547101,0.1681029,-3.61825466,2.867118945,2.097877526
06.02.2008,4.934961461,-0.906375657,-1.214404884,-3.400001726,1.094850144,2.257706046,5.048434312,-1.141485603,0.210311946,-3.565198598,2.859666433,2.109240826
07.02.2008,4.984926572,-0.95250039,-1.446444826,-3.561895658,1.131609052,2.19855963,5.114692927,-1.20563628,0.037375502,-3.74816184,2.978598905,1.972446435
08.02.2008,5.015036657,-0.975191146,-1.695972489,-3.751943906,0.965642384,2.232793994,5.109182467,-1.227667575,0.014196116,-3.766321327,2.980478036,1.893510091
11.02.2008,4.986862352,-0.90882175,-1.632267709,-3.721859674,1.087467636,2.127513636,5.116324839,-1.157554956,-0.091391172,-3.929099461,3.038050055,1.832028972
12.02.2008,5.079694186,-1.033704396,-1.577949446,-3.674401949,1.130073128,2.168523229,5.207974912,-1.264986927,0.012640228,-3.869709237,3.072762208,1.883518625
13.02.2008,5.115568759,-1.041285476,-1.581267857,-3.665392043,1.149909881,2.144059026,5.248441767,-1.281780211,0.012352816,-3.887951858,3.049770304,1.899195082
14.02.2008,5.101144976,-1.052829884,-1.439129121,-3.524958662,1.157420396,2.109797122,5.235855894,-1.281124018,0.127504313,-3.764557686,3.062743442,1.893508242
15.02.2008,5.076861883,-1.002289589,-1.470200075,-3.557253101,1.266503917,2.016411329,5.092973254,-1.142717389,4.12803753,-7.472373222,3.287259123,2.4096013
18.02.2008,5.119300188,-1.055465299,-1.373078845,-3.470219602,1.279112321,2.078433775,5.142844652,-1.196198828,4.197924995,-7.356927924,3.295735564,2.470806703
19.02.2008,5.105080755,-1.048305256,-1.234584508,-3.388889884,1.426219579,1.981705186,5.122706793,-1.164104684,4.213917703,-7.340519773,3.299171429,2.457363239
20.02.2008,5.083237233,-1.009142888,-1.171864593,-3.324629798,1.410859381,1.978698289,5.124864281,-1.158381705,4.246126846,-7.292042665,3.293908754,2.501425674
21.02.2008,5.085930957,-1.041030759,-0.975772694,-3.153806011,1.428638905,2.082939847,5.158629197,-1.204110025,4.327375258,-7.135779201,3.262250994,2.612309317
22.02.2008,5.107055224,-1.079313474,-1.009101698,-3.216552102,1.513784295,2.173154372,5.166913154,-1.215856512,4.212737032,-7.22351578,3.151138838,2.585834576
25.02.2008,5.140980969,-1.118308,-1.047754772,-3.253564657,1.542133255,2.167637703,5.22936727,-1.282641768,4.181658663,-7.252433566,3.224383365,2.602574325
26.02.2008,5.178012409,-1.166954582,-0.970069329,-3.158878631,1.578501305,2.160275344,5.261875161,-1.303784803,4.236790507,-7.1895309,3.210541111,2.598513098
27.02.2008,5.210689817,-1.186161314,-1.068771464,-3.249012925,1.684935547,2.079507263,5.25752978,-1.282260337,4.165011965,-7.223645647,3.342481146,2.557038401
28.02.2008,5.189101847,-1.146185374,-1.12463506,-3.302260656,1.75166833,2.017096397,5.221624656,-1.235241398,4.098230611,-7.283435187,3.364848183,2.53129918
29.02.2008,5.131153783,-1.084373953,-1.241037072,-3.427925996,1.920157124,1.908204301,5.253235096,-1.241931336,3.480514749,-7.601701888,2.674514997,2.24152396
03.03.2008,5.154965685,-1.119210787,-1.257652731,-3.441492863,1.990526446,2.050303811,5.289650593,-1.30004604,3.452532875,-7.606649922,2.700552326,2.350273329
04.03.2008,5.177195424,-1.132096868,-1.232102498,-3.413550845,2.012894155,2.13159507,5.322272612,-1.31483893,3.460614045,-7.593597916,2.688166601,2.389749246
05.03.2008,5.209320768,-1.150653852,-1.225321899,-3.404262547,2.024178522,2.102950634,5.237917847,-1.25050162,3.953567525,-7.174540912,3.770600422,2.751029003
06.03.2008,5.213009219,-1.118062561,-1.238151204,-3.417868374,2.042710952,2.137411696,5.004103198,-0.984277652,4.506217869,-6.94803291,4.770408378,2.933618238
07.03.2008,5.25116581,-1.182926955,-1.255493564,-3.4385158,2.105420914,2.210838712,4.867660427,-0.901536616,4.993587701,-6.7532105,5.526597534,3.171099887
10.03.2008,5.271092379,-1.214040196,-1.318570233,-3.495729621,2.170468766,2.21532271,4.83156891,-0.839957252,4.917947648,-6.821687722,5.589882531,3.062007084
11.03.2008,5.294697702,-1.254305325,-1.17111004,-3.353014143,2.262380274,2.444021549,4.896582307,-0.881328151,4.909024711,-6.776203436,5.590232352,3.248171519
12.03.2008,5.235490048,-1.208905717,-1.105475327,-3.279138893,2.259460717,2.483581533,4.892418829,-0.908193216,4.924024256,-6.745585887,5.591361466,3.37382318
13.03.2008,5.229122737,-1.186215305,-1.229719854,-3.386555754,2.286399556,2.336595789,4.861923854,-0.886681974,4.875511737,-6.790674311,5.610442687,3.284466121
14.03.2008,5.289057602,-1.265817906,-1.209426127,-3.36396045,2.32551453,2.419627511,4.949821753,-0.996718194,4.874333985,-6.764092293,5.631283039,3.39244682
17.03.2008,5.303393792,-1.307108222,-1.363424775,-3.437800834,2.347015267,2.252326125,5.166292772,-1.237552656,4.26376458,-6.879098921,5.027598728,3.088569268
18.03.2008,5.380438793,-1.39425525,-1.269264024,-3.327846836,2.405687617,2.417954394,5.205904174,-1.298072959,4.300151113,-6.645763922,5.059074596,3.257366354
19.03.2008,5.250918258,-1.282824496,-1.076655862,-3.09531241,2.342528525,2.538785416,5.087824575,-1.182993256,4.352517446,-6.472541625,4.966600801,3.392180955
20.03.2008,5.104920118,-1.152100054,-0.833592241,-2.832220897,2.237399018,2.700900508,5.082607576,-1.193138331,4.357429247,-6.349934994,4.918402985,3.700133256
25.03.2008,5.094680754,-1.117477998,-0.70048022,-2.621571715,2.231755162,2.77552629,5.101551232,-1.1726034,4.386250376,-6.231210375,4.886998151,3.821039206
26.03.2008,5.184649852,-1.204350971,-0.733049113,-2.687159484,2.322951675,2.889603287,4.549678878,-0.63469384,5.650751725,-5.65272874,7.478147045,4.554738314
27.03.2008,5.305355072,-1.350097377,-0.829189532,-2.743187562,2.389159836,2.838082507,4.585732092,-0.689251304,5.715520436,-5.62238404,7.517884296,4.324749994
28.03.2008,5.287723569,-1.350748296,-0.734099081,-2.65274442,2.370720971,2.90178066,4.575036486,-0.686752225,5.742305906,-5.534415869,7.481570517,4.449576868
31.03.2008,5.24457853,-1.292500622,-0.741411825,-2.649397916,2.372023304,2.820608609,4.528438598,-0.631488973,5.724758234,-5.564173116,7.482462106,4.383836716
01.04.2008,5.221021506,-1.279139894,-0.617795301,-2.529555207,2.375049527,2.912432087,4.57281413,-0.675589824,5.714855352,-5.511765284,7.537944218,4.628168068
